2,Fe-FCC,246,0.88
5,Fe-FCC,458,1.21
6,Fe-FCC,595,1.38
7,Fe-FCC,1687,2.32
8,Fe-FCC,1692,2.32
10,Fe-FCC,1074,1.85
11,Fe-FCC,2944,3.06
12,Fe-FCC,43,0.37
13,Fe-FCC,935,1.73
14,Fe-FCC,98,0.56
15,Fe-FCC,365,1.08
19,Fe-FCC,1392,2.1
20,Fe-FCC,486,1.24
21,Fe-FCC,18,0.24
22,Fe-FCC,1809,2.4
23,Fe-FCC,64,0.45
24,Fe-FCC,974,1.76
27,Fe-FCC,146,0.68
29,Fe-FCC,154,0.7
30,Fe-FCC,19,0.25
33,Fe-FCC,174,0.74
34,Fe-FCC,64,0.45
37,Fe-FCC,138,0.66
38,Fe-FCC,361,1.07
42,Fe-FCC,137,0.66
43,Fe-FCC,52,0.41
44,Fe-FCC,33,0.32
52,Fe-FCC,55,0.42
53,Fe-FCC,797,1.59
57,Fe-FCC,964,1.75
58,Fe-FCC,55,0.42
61,Fe-FCC,71,0.48
62,Fe-FCC,340,1.04
63,Fe-FCC,33,0.32
66,Fe-FCC,747,1.54
68,Fe-FCC,815,1.61
69,Fe-FCC,69,0.47
70,Fe-FCC,1838,2.42
74,Fe-FCC,19,0.25
83,Fe-FCC,584,1.36
84,Fe-FCC,551,1.32
97,Fe-FCC,178,0.75
104,Fe-FCC,29,0.3
105,Fe-FCC,15,0.22
106,Fe-FCC,293,0.97
116,Fe-FCC,1005,1.79
120,Fe-FCC,2129,2.6
129,Fe-FCC,20,0.25
136,Fe-FCC,134,0.65
144,Fe-FCC,105,0.58
146,Fe-FCC,247,0.89
147,Fe-FCC,108,0.59
149,Fe-FCC,377,1.1
154,Fe-FCC,3543,3.36
162,Fe-FCC,179,0.75
170,Fe-FCC,54,0.41
180,Fe-FCC,11,0.19
189,Fe-FCC,2114,2.59
191,Fe-FCC,421,1.16
193,Fe-FCC,95,0.55
198,Fe-FCC,34,0.33
204,Fe-FCC,131,0.65
207,Fe-FCC,905,1.7
210,Fe-FCC,133,0.65
215,Fe-FCC,2779,2.97
218,Fe-FCC,25,0.28
222,Fe-FCC,651,1.44
223,Fe-FCC,429,1.17
231,Fe-FCC,123,0.63
232,Fe-FCC,137,0.66
254,Fe-FCC,63,0.45
259,Fe-FCC,339,1.04
260,Fe-FCC,477,1.23
266,Fe-FCC,536,1.31
268,Fe-FCC,262,0.91
272,Fe-FCC,2618,2.89
274,Fe-FCC,1181,1.94
275,Fe-FCC,106,0.58
281,Fe-FCC,1514,2.2
290,Fe-FCC,35,0.33
300,Fe-FCC,102,0.57
305,Fe-FCC,151,0.69
315,Fe-FCC,97,0.56
320,Fe-FCC,365,1.08
