3,Fe-BCC,68,0.7
14,Fe-BCC,16,0.34
26,Fe-BCC,36,0.51
30,Fe-BCC,47,0.58
108,Fe-BCC,12,0.29
119,Fe-BCC,11,0.28
128,Fe-BCC,36,0.51
140,Fe-BCC,13,0.31
164,Fe-BCC,14,0.32
176,Fe-BCC,12,0.29
187,Fe-BCC,17,0.35
217,Fe-BCC,12,0.29
219,Fe-BCC,25,0.42
225,Fe-BCC,35,0.5
228,Fe-BCC,18,0.36
231,Fe-BCC,23,0.41
247,Fe-BCC,10,0.27
250,Fe-BCC,12,0.29
277,Fe-BCC,15,0.33
284,Fe-BCC,16,0.34
315,Fe-BCC,21,0.39
316,Fe-BCC,13,0.31
322,Fe-BCC,20,0.38
332,Fe-BCC,13,0.31
340,Fe-BCC,13,0.31
346,Fe-BCC,15,0.33
359,Fe-BCC,38,0.52
375,Fe-BCC,12,0.29
384,Fe-BCC,24,0.41
402,Fe-BCC,39,0.53
404,Fe-BCC,38,0.52
410,Fe-BCC,14,0.32
412,Fe-BCC,49,0.59
418,Fe-BCC,18,0.36
428,Fe-BCC,48,0.59
441,Fe-BCC,12,0.29
443,Fe-BCC,41,0.54
445,Fe-BCC,15,0.33
447,Fe-BCC,21,0.39
488,Fe-BCC,57,0.64
497,Fe-BCC,18,0.36
498,Fe-BCC,25,0.42
499,Fe-BCC,16,0.34
506,Fe-BCC,39,0.53
515,Fe-BCC,21,0.39
519,Fe-BCC,11,0.28
521,Fe-BCC,72,0.72
526,Fe-BCC,18,0.36
541,Fe-BCC,23,0.41
560,Fe-BCC,22,0.4
596,Fe-BCC,12,0.29
605,Fe-BCC,23,0.41
626,Fe-BCC,27,0.44
628,Fe-BCC,26,0.43
630,Fe-BCC,27,0.44
637,Fe-BCC,13,0.31
659,Fe-BCC,13,0.31
661,Fe-BCC,14,0.32
662,Fe-BCC,28,0.45
669,Fe-BCC,16,0.34
694,Fe-BCC,14,0.32
708,Fe-BCC,85,0.78
711,Fe-BCC,19,0.37
713,Fe-BCC,52,0.61
729,Fe-BCC,26,0.43
738,Fe-BCC,72,0.72
742,Fe-BCC,76,0.74
744,Fe-BCC,32,0.48
755,Fe-BCC,10,0.27
762,Fe-BCC,35,0.5
772,Fe-BCC,11,0.28
781,Fe-BCC,23,0.41
782,Fe-BCC,31,0.47
797,Fe-BCC,20,0.38
799,Fe-BCC,16,0.34
814,Fe-BCC,17,0.35
824,Fe-BCC,25,0.42
825,Fe-BCC,23,0.41
845,Fe-BCC,11,0.28
859,Fe-BCC,33,0.49
886,Fe-BCC,25,0.42
888,Fe-BCC,12,0.29
904,Fe-BCC,40,0.54
918,Fe-BCC,16,0.34
947,Fe-BCC,28,0.45
950,Fe-BCC,11,0.28
975,Fe-BCC,18,0.36
990,Fe-BCC,10,0.27
1009,Fe-BCC,14,0.32
1013,Fe-BCC,23,0.41
1042,Fe-BCC,25,0.42
1047,Fe-BCC,12,0.29
1052,Fe-BCC,12,0.29
1056,Fe-BCC,42,0.55
1060,Fe-BCC,13,0.31
1087,Fe-BCC,30,0.46
1106,Fe-BCC,44,0.56
1114,Fe-BCC,21,0.39
1115,Fe-BCC,12,0.29
1126,Fe-BCC,28,0.45
1134,Fe-BCC,10,0.27
1141,Fe-BCC,35,0.5
1149,Fe-BCC,34,0.49
1155,Fe-BCC,69,0.7
1156,Fe-BCC,11,0.28
1164,Fe-BCC,11,0.28
1183,Fe-BCC,30,0.46
1186,Fe-BCC,16,0.34
1199,Fe-BCC,22,0.4
1208,Fe-BCC,11,0.28
1209,Fe-BCC,24,0.41
1212,Fe-BCC,37,0.51
1215,Fe-BCC,23,0.41
1218,Fe-BCC,29,0.46
1226,Fe-BCC,40,0.54
1249,Fe-BCC,19,0.37
1251,Fe-BCC,28,0.45
1265,Fe-BCC,15,0.33
1272,Fe-BCC,14,0.32
1302,Fe-BCC,38,0.52
1343,Fe-BCC,16,0.34
1346,Fe-BCC,15,0.33
1369,Fe-BCC,22,0.4
1384,Fe-BCC,15,0.33
1387,Fe-BCC,12,0.29
1413,Fe-BCC,14,0.32
1436,Fe-BCC,11,0.28
1438,Fe-BCC,45,0.57
1446,Fe-BCC,10,0.27
1452,Fe-BCC,21,0.39
1462,Fe-BCC,39,0.53
1472,Fe-BCC,18,0.36
1473,Fe-BCC,17,0.35
1475,Fe-BCC,20,0.38
1486,Fe-BCC,10,0.27
1491,Fe-BCC,12,0.29
