1,Ni,905,407.34
2,Ni,140,160.21
3,Ni,44,89.82
5,Ni,16,54.16
6,Ni,48,93.81
7,Ni,123,150.17
8,Ni,252,214.95
9,Ni,126,151.99
10,Ni,158,170.2
11,Ni,138,159.07
12,Ni,61,105.76
13,Ni,25,67.7
14,Ni,378,263.26
15,Ni,101,136.08
16,Ni,888,403.5
17,Ni,592,329.46
19,Ni,314,239.94
21,Ni,830,390.1
26,Ni,104,138.09
27,Ni,81,121.86
28,Ni,298,233.75
30,Ni,85,124.84
32,Ni,2592,689.37
43,Ni,362,257.63
44,Ni,33,77.78
45,Ni,844,393.38
46,Ni,828,389.63
47,Ni,320,242.22
55,Ni,412,274.84
56,Ni,77,118.82
58,Ni,10,42.82
60,Ni,22,63.51
62,Ni,243,211.08
64,Ni,24,66.33
67,Ni,687,354.91
68,Ni,127,152.59
69,Ni,91,129.17
74,Ni,111,142.66
79,Ni,267,221.25
81,Ni,543,315.53
86,Ni,139,159.64
88,Ni,506,304.59
93,Ni,136,157.91
97,Ni,232,206.24
101,Ni,184,183.67
103,Ni,541,314.95
104,Ni,67,110.83
105,Ni,30,74.16
107,Ni,834,391.04
109,Ni,104,138.09
112,Ni,243,211.08
118,Ni,162,172.34
119,Ni,1487,522.15
121,Ni,345,251.5
122,Ni,90,128.46
125,Ni,720,363.33
128,Ni,265,220.42
134,Ni,161,171.81
135,Ni,920,410.71
141,Ni,733,366.6
144,Ni,122,149.56
145,Ni,985,424.97
146,Ni,80,121.11
147,Ni,394,268.77
151,Ni,88,127.02
156,Ni,35,80.11
157,Ni,399,270.47
160,Ni,65,109.17
169,Ni,439,283.71
183,Ni,986,425.18
185,Ni,445,285.64
196,Ni,1005,429.26
197,Ni,22,63.51
207,Ni,439,283.71
210,Ni,137,158.49
214,Ni,184,183.67
218,Ni,97,133.36
219,Ni,15,52.44
221,Ni,120,148.33
227,Ni,213,197.62
231,Ni,117,146.46
233,Ni,314,239.94
234,Ni,43,88.79
239,Ni,155,168.58
249,Ni,343,250.77
251,Ni,266,220.84
254,Ni,141,160.79
263,Ni,188,185.66
264,Ni,680,353.09
265,Ni,425,279.15
269,Ni,245,211.94
271,Ni,408,273.51
279,Ni,406,272.83
287,Ni,586,327.78
295,Ni,363,257.98
306,Ni,255,216.23
316,Ni,31,75.39
318,Ni,227,204.01
333,Ni,66,110
