19033,Iron fcc,11,0.11,0.37
20021,Iron fcc,11,0.11,0.37
20374,Iron fcc,11,0.11,0.37
21898,Iron fcc,11,0.11,0.37
22210,Iron fcc,11,0.11,0.37
22529,Iron fcc,11,0.11,0.37
22602,Iron fcc,11,0.11,0.37
22606,Iron fcc,11,0.11,0.37
23121,Iron fcc,11,0.11,0.37
23613,Iron fcc,11,0.11,0.37
24567,Iron fcc,11,0.11,0.37
25779,Iron fcc,11,0.11,0.37
25831,Iron fcc,11,0.11,0.37
26848,Iron fcc,11,0.11,0.37
27211,Iron fcc,11,0.11,0.37
29296,Iron fcc,11,0.11,0.37
29564,Iron fcc,11,0.11,0.37
29565,Iron fcc,11,0.11,0.37
29896,Iron fcc,11,0.11,0.37
30660,Iron fcc,11,0.11,0.37
31117,Iron fcc,11,0.11,0.37
32090,Iron fcc,11,0.11,0.37
32135,Iron fcc,11,0.11,0.37
32909,Iron fcc,11,0.11,0.37
32911,Iron fcc,11,0.11,0.37
33017,Iron fcc,11,0.11,0.37
33589,Iron fcc,11,0.11,0.37
34023,Iron fcc,11,0.11,0.37
34463,Iron fcc,11,0.11,0.37
34479,Iron fcc,11,0.11,0.37
35036,Iron fcc,11,0.11,0.37
36010,Iron fcc,11,0.11,0.37
36662,Iron fcc,11,0.11,0.37
37838,Iron fcc,11,0.11,0.37
39370,Iron fcc,11,0.11,0.37
42,Iron fcc,12,0.12,0.39
76,Iron fcc,12,0.12,0.39
693,Iron fcc,12,0.12,0.39
787,Iron fcc,12,0.12,0.39
1218,Iron fcc,12,0.12,0.39
1476,Iron fcc,12,0.12,0.39
1793,Iron fcc,12,0.12,0.39
1874,Iron fcc,12,0.12,0.39
2686,Iron fcc,12,0.12,0.39
3081,Iron fcc,12,0.12,0.39
4123,Iron fcc,12,0.12,0.39
5272,Iron fcc,12,0.12,0.39
6118,Iron fcc,12,0.12,0.39
8481,Iron fcc,12,0.12,0.39
8544,Iron fcc,12,0.12,0.39
8794,Iron fcc,12,0.12,0.39
9366,Iron fcc,12,0.12,0.39
10055,Iron fcc,12,0.12,0.39
10342,Iron fcc,12,0.12,0.39
11919,Iron fcc,12,0.12,0.39
12011,Iron fcc,12,0.12,0.39
13251,Iron fcc,12,0.12,0.39
13375,Iron fcc,12,0.12,0.39
13930,Iron fcc,12,0.12,0.39
14115,Iron fcc,12,0.12,0.39
14842,Iron fcc,12,0.12,0.39
14866,Iron fcc,12,0.12,0.39
15611,Iron fcc,12,0.12,0.39
16130,Iron fcc,12,0.12,0.39
16926,Iron fcc,12,0.12,0.39
16958,Iron fcc,12,0.12,0.39
17264,Iron fcc,12,0.12,0.39
19287,Iron fcc,12,0.12,0.39
19552,Iron fcc,12,0.12,0.39
19565,Iron fcc,12,0.12,0.39
19630,Iron fcc,12,0.12,0.39
19738,Iron fcc,12,0.12,0.39
20648,Iron fcc,12,0.12,0.39
20833,Iron fcc,12,0.12,0.39
21054,Iron fcc,12,0.12,0.39
21078,Iron fcc,12,0.12,0.39
21632,Iron fcc,12,0.12,0.39
21998,Iron fcc,12,0.12,0.39
22076,Iron fcc,12,0.12,0.39
23140,Iron fcc,12,0.12,0.39
23592,Iron fcc,12,0.12,0.39
23883,Iron fcc,12,0.12,0.39
24200,Iron fcc,12,0.12,0.39
24421,Iron fcc,12,0.12,0.39
25580,Iron fcc,12,0.12,0.39
26040,Iron fcc,12,0.12,0.39
26431,Iron fcc,12,0.12,0.39
27655,Iron fcc,12,0.12,0.39
28082,Iron fcc,12,0.12,0.39
28216,Iron fcc,12,0.12,0.39
28222,Iron fcc,12,0.12,0.39
28232,Iron fcc,12,0.12,0.39
28242,Iron fcc,12,0.12,0.39
29241,Iron fcc,12,0.12,0.39
29371,Iron fcc,12,0.12,0.39
29489,Iron fcc,12,0.12,0.39
29500,Iron fcc,12,0.12,0.39
29781,Iron fcc,12,0.12,0.39
29909,Iron fcc,12,0.12,0.39
29977,Iron fcc,12,0.12,0.39
30079,Iron fcc,12,0.12,0.39
30175,Iron fcc,12,0.12,0.39
30220,Iron fcc,12,0.12,0.39
30502,Iron fcc,12,0.12,0.39
30849,Iron fcc,12,0.12,0.39
31277,Iron fcc,12,0.12,0.39
31307,Iron fcc,12,0.12,0.39
31800,Iron fcc,12,0.12,0.39
31922,Iron fcc,12,0.12,0.39
32083,Iron fcc,12,0.12,0.39
32109,Iron fcc,12,0.12,0.39
32188,Iron fcc,12,0.12,0.39
32432,Iron fcc,12,0.12,0.39
32469,Iron fcc,12,0.12,0.39
32563,Iron fcc,12,0.12,0.39
32588,Iron fcc,12,0.12,0.39
33518,Iron fcc,12,0.12,0.39
33870,Iron fcc,12,0.12,0.39
33944,Iron fcc,12,0.12,0.39
34119,Iron fcc,12,0.12,0.39
34295,Iron fcc,12,0.12,0.39
34373,Iron fcc,12,0.12,0.39
35279,Iron fcc,12,0.12,0.39
36214,Iron fcc,12,0.12,0.39
36671,Iron fcc,12,0.12,0.39
37260,Iron fcc,12,0.12,0.39
37734,Iron fcc,12,0.12,0.39
38375,Iron fcc,12,0.12,0.39
38457,Iron fcc,12,0.12,0.39
38613,Iron fcc,12,0.12,0.39
38678,Iron fcc,12,0.12,0.39
39332,Iron fcc,12,0.12,0.39
110,Iron fcc,13,0.13,0.41
137,Iron fcc,13,0.13,0.41
156,Iron fcc,13,0.13,0.41
186,Iron fcc,13,0.13,0.41
2153,Iron fcc,13,0.13,0.41
2607,Iron fcc,13,0.13,0.41
2801,Iron fcc,13,0.13,0.41
3963,Iron fcc,13,0.13,0.41
5797,Iron fcc,13,0.13,0.41
5839,Iron fcc,13,0.13,0.41
6240,Iron fcc,13,0.13,0.41
6457,Iron fcc,13,0.13,0.41
6945,Iron fcc,13,0.13,0.41
8001,Iron fcc,13,0.13,0.41
8207,Iron fcc,13,0.13,0.41
8853,Iron fcc,13,0.13,0.41
9380,Iron fcc,13,0.13,0.41
9500,Iron fcc,13,0.13,0.41
9622,Iron fcc,13,0.13,0.41
9634,Iron fcc,13,0.13,0.41
10557,Iron fcc,13,0.13,0.41
10604,Iron fcc,13,0.13,0.41
10911,Iron fcc,13,0.13,0.41
11218,Iron fcc,13,0.13,0.41
13384,Iron fcc,13,0.13,0.41
13516,Iron fcc,13,0.13,0.41
13678,Iron fcc,13,0.13,0.41
13739,Iron fcc,13,0.13,0.41
15273,Iron fcc,13,0.13,0.41
16842,Iron fcc,13,0.13,0.41
18508,Iron fcc,13,0.13,0.41
19935,Iron fcc,13,0.13,0.41
20310,Iron fcc,13,0.13,0.41
20873,Iron fcc,13,0.13,0.41
21699,Iron fcc,13,0.13,0.41
22569,Iron fcc,13,0.13,0.41
23196,Iron fcc,13,0.13,0.41
23499,Iron fcc,13,0.13,0.41
23527,Iron fcc,13,0.13,0.41
23677,Iron fcc,13,0.13,0.41
26541,Iron fcc,13,0.13,0.41
27822,Iron fcc,13,0.13,0.41
28111,Iron fcc,13,0.13,0.41
28752,Iron fcc,13,0.13,0.41
29691,Iron fcc,13,0.13,0.41
29807,Iron fcc,13,0.13,0.41
30202,Iron fcc,13,0.13,0.41
31176,Iron fcc,13,0.13,0.41
31372,Iron fcc,13,0.13,0.41
31681,Iron fcc,13,0.13,0.41
32490,Iron fcc,13,0.13,0.41
32839,Iron fcc,13,0.13,0.41
33097,Iron fcc,13,0.13,0.41
33936,Iron fcc,13,0.13,0.41
34235,Iron fcc,13,0.13,0.41
34884,Iron fcc,13,0.13,0.41
35289,Iron fcc,13,0.13,0.41
35565,Iron fcc,13,0.13,0.41
35952,Iron fcc,13,0.13,0.41
36366,Iron fcc,13,0.13,0.41
36389,Iron fcc,13,0.13,0.41
72,Iron fcc,14,0.14,0.42
135,Iron fcc,14,0.14,0.42
139,Iron fcc,14,0.14,0.42
356,Iron fcc,14,0.14,0.42
990,Iron fcc,14,0.14,0.42
1016,Iron fcc,14,0.14,0.42
2662,Iron fcc,14,0.14,0.42
2999,Iron fcc,14,0.14,0.42
3564,Iron fcc,14,0.14,0.42
4736,Iron fcc,14,0.14,0.42
5325,Iron fcc,14,0.14,0.42
5520,Iron fcc,14,0.14,0.42
5604,Iron fcc,14,0.14,0.42
5746,Iron fcc,14,0.14,0.42
7761,Iron fcc,14,0.14,0.42
7940,Iron fcc,14,0.14,0.42
9344,Iron fcc,14,0.14,0.42
9670,Iron fcc,14,0.14,0.42
9794,Iron fcc,14,0.14,0.42
9865,Iron fcc,14,0.14,0.42
10291,Iron fcc,14,0.14,0.42
10798,Iron fcc,14,0.14,0.42
11208,Iron fcc,14,0.14,0.42
11733,Iron fcc,14,0.14,0.42
11803,Iron fcc,14,0.14,0.42
12218,Iron fcc,14,0.14,0.42
12257,Iron fcc,14,0.14,0.42
13099,Iron fcc,14,0.14,0.42
14123,Iron fcc,14,0.14,0.42
14291,Iron fcc,14,0.14,0.42
14829,Iron fcc,14,0.14,0.42
14936,Iron fcc,14,0.14,0.42
16068,Iron fcc,14,0.14,0.42
16431,Iron fcc,14,0.14,0.42
16631,Iron fcc,14,0.14,0.42
16692,Iron fcc,14,0.14,0.42
16915,Iron fcc,14,0.14,0.42
17094,Iron fcc,14,0.14,0.42
17188,Iron fcc,14,0.14,0.42
17487,Iron fcc,14,0.14,0.42
17808,Iron fcc,14,0.14,0.42
18415,Iron fcc,14,0.14,0.42
19609,Iron fcc,14,0.14,0.42
19657,Iron fcc,14,0.14,0.42
20171,Iron fcc,14,0.14,0.42
20918,Iron fcc,14,0.14,0.42
21278,Iron fcc,14,0.14,0.42
22823,Iron fcc,14,0.14,0.42
22965,Iron fcc,14,0.14,0.42
25583,Iron fcc,14,0.14,0.42
26382,Iron fcc,14,0.14,0.42
26587,Iron fcc,14,0.14,0.42
26603,Iron fcc,14,0.14,0.42
27013,Iron fcc,14,0.14,0.42
27222,Iron fcc,14,0.14,0.42
27724,Iron fcc,14,0.14,0.42
28018,Iron fcc,14,0.14,0.42
29401,Iron fcc,14,0.14,0.42
30121,Iron fcc,14,0.14,0.42
30374,Iron fcc,14,0.14,0.42
30541,Iron fcc,14,0.14,0.42
30550,Iron fcc,14,0.14,0.42
30751,Iron fcc,14,0.14,0.42
31132,Iron fcc,14,0.14,0.42
31535,Iron fcc,14,0.14,0.42
31917,Iron fcc,14,0.14,0.42
32098,Iron fcc,14,0.14,0.42
32125,Iron fcc,14,0.14,0.42
32198,Iron fcc,14,0.14,0.42
32451,Iron fcc,14,0.14,0.42
32553,Iron fcc,14,0.14,0.42
32738,Iron fcc,14,0.14,0.42
32812,Iron fcc,14,0.14,0.42
33235,Iron fcc,14,0.14,0.42
33419,Iron fcc,14,0.14,0.42
33728,Iron fcc,14,0.14,0.42
33773,Iron fcc,14,0.14,0.42
35007,Iron fcc,14,0.14,0.42
35458,Iron fcc,14,0.14,0.42
36103,Iron fcc,14,0.14,0.42
37387,Iron fcc,14,0.14,0.42
38701,Iron fcc,14,0.14,0.42
39329,Iron fcc,14,0.14,0.42
56,Iron fcc,15,0.15,0.44
378,Iron fcc,15,0.15,0.44
1132,Iron fcc,15,0.15,0.44
1686,Iron fcc,15,0.15,0.44
1876,Iron fcc,15,0.15,0.44
3003,Iron fcc,15,0.15,0.44
3247,Iron fcc,15,0.15,0.44
5426,Iron fcc,15,0.15,0.44
5511,Iron fcc,15,0.15,0.44
6049,Iron fcc,15,0.15,0.44
7002,Iron fcc,15,0.15,0.44
7493,Iron fcc,15,0.15,0.44
7755,Iron fcc,15,0.15,0.44
7964,Iron fcc,15,0.15,0.44
8417,Iron fcc,15,0.15,0.44
8538,Iron fcc,15,0.15,0.44
9039,Iron fcc,15,0.15,0.44
9230,Iron fcc,15,0.15,0.44
9398,Iron fcc,15,0.15,0.44
9906,Iron fcc,15,0.15,0.44
10189,Iron fcc,15,0.15,0.44
11915,Iron fcc,15,0.15,0.44
12101,Iron fcc,15,0.15,0.44
12805,Iron fcc,15,0.15,0.44
14413,Iron fcc,15,0.15,0.44
15447,Iron fcc,15,0.15,0.44
15501,Iron fcc,15,0.15,0.44
16319,Iron fcc,15,0.15,0.44
17149,Iron fcc,15,0.15,0.44
17152,Iron fcc,15,0.15,0.44
17846,Iron fcc,15,0.15,0.44
18217,Iron fcc,15,0.15,0.44
21180,Iron fcc,15,0.15,0.44
21781,Iron fcc,15,0.15,0.44
21862,Iron fcc,15,0.15,0.44
22742,Iron fcc,15,0.15,0.44
22846,Iron fcc,15,0.15,0.44
24266,Iron fcc,15,0.15,0.44
25241,Iron fcc,15,0.15,0.44
25477,Iron fcc,15,0.15,0.44
25931,Iron fcc,15,0.15,0.44
26544,Iron fcc,15,0.15,0.44
26659,Iron fcc,15,0.15,0.44
27387,Iron fcc,15,0.15,0.44
27475,Iron fcc,15,0.15,0.44
29140,Iron fcc,15,0.15,0.44
29612,Iron fcc,15,0.15,0.44
29644,Iron fcc,15,0.15,0.44
29776,Iron fcc,15,0.15,0.44
30612,Iron fcc,15,0.15,0.44
30861,Iron fcc,15,0.15,0.44
31202,Iron fcc,15,0.15,0.44
31407,Iron fcc,15,0.15,0.44
31740,Iron fcc,15,0.15,0.44
31970,Iron fcc,15,0.15,0.44
31989,Iron fcc,15,0.15,0.44
32624,Iron fcc,15,0.15,0.44
32670,Iron fcc,15,0.15,0.44
32687,Iron fcc,15,0.15,0.44
32892,Iron fcc,15,0.15,0.44
33025,Iron fcc,15,0.15,0.44
33049,Iron fcc,15,0.15,0.44
33177,Iron fcc,15,0.15,0.44
34470,Iron fcc,15,0.15,0.44
34609,Iron fcc,15,0.15,0.44
35328,Iron fcc,15,0.15,0.44
35623,Iron fcc,15,0.15,0.44
36810,Iron fcc,15,0.15,0.44
38428,Iron fcc,15,0.15,0.44
38507,Iron fcc,15,0.15,0.44
39056,Iron fcc,15,0.15,0.44
39202,Iron fcc,15,0.15,0.44
39354,Iron fcc,15,0.15,0.44
27,Iron fcc,16,0.16,0.45
649,Iron fcc,16,0.16,0.45
1688,Iron fcc,16,0.16,0.45
2636,Iron fcc,16,0.16,0.45
3031,Iron fcc,16,0.16,0.45
3040,Iron fcc,16,0.16,0.45
3171,Iron fcc,16,0.16,0.45
3253,Iron fcc,16,0.16,0.45
3279,Iron fcc,16,0.16,0.45
3621,Iron fcc,16,0.16,0.45
4592,Iron fcc,16,0.16,0.45
4680,Iron fcc,16,0.16,0.45
5606,Iron fcc,16,0.16,0.45
7016,Iron fcc,16,0.16,0.45
9276,Iron fcc,16,0.16,0.45
9289,Iron fcc,16,0.16,0.45
10114,Iron fcc,16,0.16,0.45
11217,Iron fcc,16,0.16,0.45
11382,Iron fcc,16,0.16,0.45
11601,Iron fcc,16,0.16,0.45
11659,Iron fcc,16,0.16,0.45
11861,Iron fcc,16,0.16,0.45
12560,Iron fcc,16,0.16,0.45
12930,Iron fcc,16,0.16,0.45
13013,Iron fcc,16,0.16,0.45
13660,Iron fcc,16,0.16,0.45
14833,Iron fcc,16,0.16,0.45
14963,Iron fcc,16,0.16,0.45
15774,Iron fcc,16,0.16,0.45
17709,Iron fcc,16,0.16,0.45
17969,Iron fcc,16,0.16,0.45
18714,Iron fcc,16,0.16,0.45
19835,Iron fcc,16,0.16,0.45
20630,Iron fcc,16,0.16,0.45
20877,Iron fcc,16,0.16,0.45
21735,Iron fcc,16,0.16,0.45
21745,Iron fcc,16,0.16,0.45
22099,Iron fcc,16,0.16,0.45
23198,Iron fcc,16,0.16,0.45
23418,Iron fcc,16,0.16,0.45
25957,Iron fcc,16,0.16,0.45
27598,Iron fcc,16,0.16,0.45
29631,Iron fcc,16,0.16,0.45
29897,Iron fcc,16,0.16,0.45
32063,Iron fcc,16,0.16,0.45
32313,Iron fcc,16,0.16,0.45
32403,Iron fcc,16,0.16,0.45
32429,Iron fcc,16,0.16,0.45
32519,Iron fcc,16,0.16,0.45
32922,Iron fcc,16,0.16,0.45
32963,Iron fcc,16,0.16,0.45
33722,Iron fcc,16,0.16,0.45
33753,Iron fcc,16,0.16,0.45
33909,Iron fcc,16,0.16,0.45
35223,Iron fcc,16,0.16,0.45
35879,Iron fcc,16,0.16,0.45
36092,Iron fcc,16,0.16,0.45
36169,Iron fcc,16,0.16,0.45
36563,Iron fcc,16,0.16,0.45
36631,Iron fcc,16,0.16,0.45
36759,Iron fcc,16,0.16,0.45
36872,Iron fcc,16,0.16,0.45
37085,Iron fcc,16,0.16,0.45
38881,Iron fcc,16,0.16,0.45
39066,Iron fcc,16,0.16,0.45
39345,Iron fcc,16,0.16,0.45
663,Iron fcc,17,0.17,0.47
998,Iron fcc,17,0.17,0.47
1673,Iron fcc,17,0.17,0.47
1712,Iron fcc,17,0.17,0.47
1723,Iron fcc,17,0.17,0.47
2175,Iron fcc,17,0.17,0.47
2316,Iron fcc,17,0.17,0.47
3558,Iron fcc,17,0.17,0.47
3799,Iron fcc,17,0.17,0.47
4208,Iron fcc,17,0.17,0.47
4695,Iron fcc,17,0.17,0.47
5524,Iron fcc,17,0.17,0.47
5723,Iron fcc,17,0.17,0.47
6542,Iron fcc,17,0.17,0.47
7880,Iron fcc,17,0.17,0.47
9715,Iron fcc,17,0.17,0.47
9717,Iron fcc,17,0.17,0.47
10326,Iron fcc,17,0.17,0.47
11496,Iron fcc,17,0.17,0.47
11692,Iron fcc,17,0.17,0.47
12380,Iron fcc,17,0.17,0.47
13693,Iron fcc,17,0.17,0.47
13749,Iron fcc,17,0.17,0.47
13876,Iron fcc,17,0.17,0.47
14211,Iron fcc,17,0.17,0.47
14846,Iron fcc,17,0.17,0.47
16209,Iron fcc,17,0.17,0.47
19621,Iron fcc,17,0.17,0.47
20005,Iron fcc,17,0.17,0.47
20058,Iron fcc,17,0.17,0.47
20160,Iron fcc,17,0.17,0.47
20585,Iron fcc,17,0.17,0.47
21681,Iron fcc,17,0.17,0.47
22207,Iron fcc,17,0.17,0.47
22226,Iron fcc,17,0.17,0.47
22364,Iron fcc,17,0.17,0.47
22593,Iron fcc,17,0.17,0.47
22690,Iron fcc,17,0.17,0.47
23850,Iron fcc,17,0.17,0.47
23929,Iron fcc,17,0.17,0.47
24053,Iron fcc,17,0.17,0.47
24068,Iron fcc,17,0.17,0.47
26255,Iron fcc,17,0.17,0.47
27144,Iron fcc,17,0.17,0.47
29496,Iron fcc,17,0.17,0.47
30239,Iron fcc,17,0.17,0.47
30264,Iron fcc,17,0.17,0.47
30696,Iron fcc,17,0.17,0.47
31913,Iron fcc,17,0.17,0.47
31934,Iron fcc,17,0.17,0.47
32365,Iron fcc,17,0.17,0.47
32398,Iron fcc,17,0.17,0.47
32666,Iron fcc,17,0.17,0.47
33052,Iron fcc,17,0.17,0.47
34436,Iron fcc,17,0.17,0.47
34851,Iron fcc,17,0.17,0.47
34912,Iron fcc,17,0.17,0.47
36165,Iron fcc,17,0.17,0.47
38123,Iron fcc,17,0.17,0.47
38379,Iron fcc,17,0.17,0.47
38451,Iron fcc,17,0.17,0.47
38535,Iron fcc,17,0.17,0.47
38808,Iron fcc,17,0.17,0.47
39137,Iron fcc,17,0.17,0.47
39141,Iron fcc,17,0.17,0.47
39271,Iron fcc,17,0.17,0.47
35,Iron fcc,18,0.18,0.48
173,Iron fcc,18,0.18,0.48
679,Iron fcc,18,0.18,0.48
819,Iron fcc,18,0.18,0.48
880,Iron fcc,18,0.18,0.48
1248,Iron fcc,18,0.18,0.48
1292,Iron fcc,18,0.18,0.48
2694,Iron fcc,18,0.18,0.48
3137,Iron fcc,18,0.18,0.48
3158,Iron fcc,18,0.18,0.48
3792,Iron fcc,18,0.18,0.48
3929,Iron fcc,18,0.18,0.48
4017,Iron fcc,18,0.18,0.48
4672,Iron fcc,18,0.18,0.48
4892,Iron fcc,18,0.18,0.48
5815,Iron fcc,18,0.18,0.48
5918,Iron fcc,18,0.18,0.48
6048,Iron fcc,18,0.18,0.48
6686,Iron fcc,18,0.18,0.48
10007,Iron fcc,18,0.18,0.48
13289,Iron fcc,18,0.18,0.48
13833,Iron fcc,18,0.18,0.48
15580,Iron fcc,18,0.18,0.48
15874,Iron fcc,18,0.18,0.48
16013,Iron fcc,18,0.18,0.48
17101,Iron fcc,18,0.18,0.48
18379,Iron fcc,18,0.18,0.48
19420,Iron fcc,18,0.18,0.48
19656,Iron fcc,18,0.18,0.48
19852,Iron fcc,18,0.18,0.48
21727,Iron fcc,18,0.18,0.48
21849,Iron fcc,18,0.18,0.48
21869,Iron fcc,18,0.18,0.48
22729,Iron fcc,18,0.18,0.48
22810,Iron fcc,18,0.18,0.48
22858,Iron fcc,18,0.18,0.48
23544,Iron fcc,18,0.18,0.48
24312,Iron fcc,18,0.18,0.48
25196,Iron fcc,18,0.18,0.48
25317,Iron fcc,18,0.18,0.48
25492,Iron fcc,18,0.18,0.48
26006,Iron fcc,18,0.18,0.48
26583,Iron fcc,18,0.18,0.48
27003,Iron fcc,18,0.18,0.48
27076,Iron fcc,18,0.18,0.48
28719,Iron fcc,18,0.18,0.48
28992,Iron fcc,18,0.18,0.48
30901,Iron fcc,18,0.18,0.48
31437,Iron fcc,18,0.18,0.48
31531,Iron fcc,18,0.18,0.48
31649,Iron fcc,18,0.18,0.48
31657,Iron fcc,18,0.18,0.48
32069,Iron fcc,18,0.18,0.48
32782,Iron fcc,18,0.18,0.48
33277,Iron fcc,18,0.18,0.48
33574,Iron fcc,18,0.18,0.48
33734,Iron fcc,18,0.18,0.48
33832,Iron fcc,18,0.18,0.48
33868,Iron fcc,18,0.18,0.48
34092,Iron fcc,18,0.18,0.48
35836,Iron fcc,18,0.18,0.48
35992,Iron fcc,18,0.18,0.48
37094,Iron fcc,18,0.18,0.48
37875,Iron fcc,18,0.18,0.48
38436,Iron fcc,18,0.18,0.48
38906,Iron fcc,18,0.18,0.48
39048,Iron fcc,18,0.18,0.48
39300,Iron fcc,18,0.18,0.48
2298,Iron fcc,19,0.19,0.49
2470,Iron fcc,19,0.19,0.49
3491,Iron fcc,19,0.19,0.49
4125,Iron fcc,19,0.19,0.49
4460,Iron fcc,19,0.19,0.49
4649,Iron fcc,19,0.19,0.49
4994,Iron fcc,19,0.19,0.49
5345,Iron fcc,19,0.19,0.49
5470,Iron fcc,19,0.19,0.49
6443,Iron fcc,19,0.19,0.49
6908,Iron fcc,19,0.19,0.49
7222,Iron fcc,19,0.19,0.49
7236,Iron fcc,19,0.19,0.49
7699,Iron fcc,19,0.19,0.49
10024,Iron fcc,19,0.19,0.49
11596,Iron fcc,19,0.19,0.49
12030,Iron fcc,19,0.19,0.49
12388,Iron fcc,19,0.19,0.49
12505,Iron fcc,19,0.19,0.49
13266,Iron fcc,19,0.19,0.49
13794,Iron fcc,19,0.19,0.49
14048,Iron fcc,19,0.19,0.49
14475,Iron fcc,19,0.19,0.49
14923,Iron fcc,19,0.19,0.49
15108,Iron fcc,19,0.19,0.49
16314,Iron fcc,19,0.19,0.49
18806,Iron fcc,19,0.19,0.49
19352,Iron fcc,19,0.19,0.49
21218,Iron fcc,19,0.19,0.49
21492,Iron fcc,19,0.19,0.49
21538,Iron fcc,19,0.19,0.49
21633,Iron fcc,19,0.19,0.49
24079,Iron fcc,19,0.19,0.49
25763,Iron fcc,19,0.19,0.49
26712,Iron fcc,19,0.19,0.49
